type,sugar,freeSO2,totalSO2,density,pH,alcohol,quality
1,2.6,22,48,0.99494,3.3,11.5,6
1,2.4,34,60,0.99492,3.34,11.4,6
1,1.8,18,28,0.99483,3.55,10.9,6
1,2.5,34,102,0.99414,3.27,12.8,6
1,7.8,29,79,0.9977,3.29,9.2,5
1,1.8,26,35,0.99314,3.32,11.6,6
1,1.7,16,26,0.99402,3.67,11.6,6
1,2.3,29,40,0.99574,3.42,11,6
1,1.9,28,38,0.99651,3.42,9.5,6
1,2,32,44,0.9949,3.45,10.5,5
1,2.2,39,51,0.99512,3.52,11.2,6
1,2.3,29,40,0.99574,3.42,11,6
1,2,32,44,0.99547,3.57,10.2,5
1,3.6,18,42,0.99549,3.39,11,6
2,20.7,45,170,1.001,3,8.8,6
2,1.6,14,132,0.994,3.3,9.5,6
2,6.9,30,97,0.9951,3.26,10.1,6
2,8.5,47,186,0.9956,3.19,9.9,6
2,8.5,47,186,0.9956,3.19,9.9,6
2,6.9,30,97,0.9951,3.26,10.1,6
2,7,30,136,0.9949,3.18,9.6,6
2,20.7,45,170,1.001,3,8.8,6
2,1.6,14,132,0.994,3.3,9.5,6
2,1.5,28,129,0.9938,3.22,11,6
2,1.45,11,63,0.9908,2.99,12,5
2,4.2,17,109,0.9947,3.14,9.7,5
2,1.2,16,75,0.992,3.18,10.8,5
2,1.5,48,143,0.9912,3.54,12.4,7
2,19.25,41,172,1.0002,2.98,9.7,5
2,1.5,28,112,0.9914,3.25,11.4,7
2,1.1,30,99,0.9928,3.24,9.6,6
2,1.2,29,75,0.9892,3.33,12.8,8
2,1.1,17,171,0.9917,3.12,11.3,6
2,7.5,34,133,0.9955,3.22,9.5,5
2,1.2,29,75,0.9892,3.33,12.8,8
2,2.9,19,102,0.9912,3.17,11,7
2,1.7,41,122,0.993,3.47,10.5,8
2,1.5,25,168,0.9937,3.05,9.3,5
2,1.3,16,142,0.9951,3.42,10,6
2,9,56,245,0.9955,3.25,10.4,6
2,1,35,146,0.993,3.45,10,6
2,8.7,32,141,0.9961,3.38,10.5,6
2,1.1,17,132,0.9914,3.19,11.6,6
2,2,37,114,0.9906,3.1,12.3,7
2,10.4,20,142,0.9974,3.2,10,6
2,1.1,7,47,0.9934,3.47,10.2,6
2,2.05,31,100,0.992,3.19,10.8,6
2,1.5,43,117,0.9939,3.42,9,6
2,14.95,22,179,0.9962,3.37,10.2,5
2,1.7,21,123,0.9905,3.19,12.8,5
2,5.4,25,149,0.9934,3.24,10,5
2,1.2,38,138,0.9906,3.13,11.2,6
2,17.95,45,149,0.9999,3.21,8.6,5
2,17.95,45,149,0.9999,3.21,8.6,5
2,2.5,63,158,0.9937,3.11,9.4,6
2,2.9,63,157,0.9937,3.1,9.4,6
2,7.4,28,160,0.9954,3.13,9.8,6
2,1.4,33,152,0.9934,3.22,9.5,6
2,1.4,33,154,0.9934,3.24,9.5,6
2,1.4,38,167,0.9931,3.16,10,7
2,4.4,63,206,0.994,3.27,9.8,4
2,4.4,62,207,0.9939,3.25,9.8,5
2,7.4,28,160,0.9954,3.13,9.8,6
2,5,32,150,0.995,3.36,9.8,5
2,1.6,31,173,0.9917,3.35,11.7,6
2,1.1,39,124,0.9914,3.34,11,7
2,1.1,21,82,0.991,3.32,10.9,7
2,1,39,108,0.9911,3.31,10.9,6
2,0.9,38,132,0.993,3.05,9.1,6
2,1.3,29,191,0.9908,3.13,11,6
2,11.9,37,213,0.9962,3.09,9.6,6
2,12.4,50,147,0.9972,3.3,8.9,6
2,4.6,25,78,0.9931,3.11,10.2,6
2,1.2,44,111,0.9926,3.36,9.9,6
2,4.9,30,123,0.9951,3.03,8.6,6
2,12.4,50,147,0.9972,3.3,8.9,6
2,1.1,17,151,0.991,3.02,10.5,5
2,4.6,25,78,0.9931,3.11,10.2,6
2,1.4,31,122,0.9927,3.15,10.3,6
2,1.2,29,120,0.9934,3.22,9.1,5
2,6.4,27,124,0.9903,3.22,12.6,7
2,1.2,81,174,0.992,3.14,9.8,5
2,2.1,30,96,0.9926,3.33,10.7,8
2,10.1,21,105,0.9962,3.13,9.5,5
2,7.8,48,244,0.9956,3.1,9,6
2,4.6,50.5,238.5,0.9958,3.32,9.5,5
2,4.8,31,201,0.9964,3.69,10,5
2,1,9,72,0.9941,2.95,9.1,6
2,2.1,30,96,0.9926,3.33,10.7,8
2,10.1,21,105,0.9962,3.13,9.5,5
2,1.4,31,87,0.9898,3.26,12.7,7
2,1.3,20,69,0.9912,3.31,12,7
2,8.8,26,103,0.9961,2.94,9.3,5
2,5.4,21,105,0.9949,3.27,9,5
2,1.4,34,114,0.9929,3.39,10.6,6
2,16,51,166,0.9985,3.21,9.2,6
2,6.1,47,164,0.9946,3.17,10,5
2,8.2,42,207,0.9966,3.33,9.5,6
2,11.8,54,155,0.9974,3.11,8.7,5
2,11.8,52,152,0.9975,3.12,8.7,6
2,11,55,156,0.9974,3.09,8.7,6
2,13.3,69,202,0.9972,3.22,9.7,6
2,11.8,54,155,0.9974,3.11,8.7,5
2,11.8,52,152,0.9975,3.12,8.7,6
2,11,55,156,0.9974,3.09,8.7,6
2,7.5,65,243,0.9957,3.12,9,5
2,1.7,47,136,0.99,3.26,12.6,7
2,1.8,48,136,0.9899,3.25,12.6,7
2,1.7,51,148,0.9916,3.21,11.5,7
2,12.4,62,240,0.9969,3.04,9.2,6
2,15.9,26,164,0.9979,3.14,8.8,6
2,1.2,15,80,0.9913,2.95,11.4,7
2,10.5,4,83,0.9956,2.89,10.1,4
2,15.9,26,164,0.9979,3.14,8.8,6
2,13.5,52,192,0.9975,3,9.1,5
2,9.6,64,162,0.9962,3.4,9.4,5
2,12.1,55,164,0.997,3.34,9.4,5
2,18.9,44,170,1,2.99,9,5
2,13.5,52,192,0.9975,3,9.1,5
2,14.4,34,109,0.9974,3.2,9.2,6
2,9.6,64,162,0.9962,3.4,9.4,5
2,16.5,60,171,0.999,3.16,9.1,6
2,16.5,60,171,0.999,3.16,9.1,6
2,1.3,37,187,0.9927,3.27,10.3,5
2,8.5,64,163,0.9959,2.89,8.8,6
2,18.75,45,255,1,3.04,8.9,5
2,13.3,68,195,0.9982,3.01,9.2,5
2,9.2,29,150,0.9968,3.22,9.1,5
2,9.2,29,150,0.9968,3.22,9.1,5
2,1.5,8,103,0.994,3.63,9.7,4
2,3.3,25,143,0.9914,3.31,11.3,6
2,1.7,16,85,0.9911,3.19,11.8,6
2,13.3,68,195,0.9982,3.01,9.2,5
2,13.3,57,196,0.9982,3.04,9.2,5
2,5.7,21,87,0.9934,3.22,10.2,5
2,12.2,42,138,0.9984,3.01,8.8,5
2,6.85,31,131,0.9952,3.29,9.7,5
2,5,14,146,0.9952,3.29,9.1,6
2,1.6,40,158,0.9928,3.21,9.8,6
2,1.1,63,143,0.9912,3.27,11,6
2,7,29,126,0.994,3.14,10.5,5
2,7.6,48,203,0.9958,3.45,9.7,7
2,2.8,47,179,0.9924,3.3,10.9,7
2,2.7,46,184,0.9924,3.31,10.9,6
2,10.4,7,57,0.994,3.39,10.6,5
2,7.6,48,203,0.9958,3.45,9.7,7
2,13.1,59,241,0.9979,3.23,9,5
2,15.8,46,188,0.9982,3.24,9.2,5
2,8.1,55,203,0.9961,3.19,8.9,5
2,15.7,44,179,0.9979,3.26,9.6,5
2,1.2,36,121,0.992,3.12,10.7,6
2,10.5,49,155,0.9975,3.16,8.7,5
2,1.9,30,96,0.9917,3.15,10.8,7
2,1.9,18,79,0.9923,3.23,11.8,6
2,2.2,20,77,0.9927,3.3,10.2,5
2,10.5,49,155,0.9975,3.16,8.7,5
2,1.2,38,107,0.992,3.21,10.8,6
2,4.3,24,99,0.9947,3.18,9.7,6
2,2,19,87,0.9921,3.12,11.2,6
2,1.1,37,114,0.9905,3,10.9,6
2,1.4,53,168,0.9918,3.28,10.1,6
2,5.2,15,97,0.9951,3.38,9,4
2,4.6,19,80,0.9917,3.38,12,7
2,4.1,23,116,0.994,2.99,9.4,6
2,8,46,152,0.9934,3.12,11.5,7
2,10.2,58,135,0.9968,3.14,9.9,6
2,4.1,23,116,0.994,2.99,9.4,6
2,1.2,41,97,0.9919,3.14,10.4,5
2,7.5,12,76,0.9966,3.06,9.7,6
2,14,48,198,0.9979,2.89,8.9,6
2,14,48,198,0.9979,2.89,8.9,6
2,1.5,38,124,0.9898,3.29,12.4,7
2,1.4,43,119,0.9894,3.36,12.1,8
2,1.4,43,119,0.9894,3.36,12.1,8
2,1.5,38,124,0.9898,3.29,12.4,7
2,14.5,27,159,0.998,2.98,9.1,5
2,4.8,14,85,0.9932,3.28,10.6,5
2,14,48,198,0.9979,2.89,8.9,6
2,13.1,64,205,0.997,3.15,9.5,5
2,13,72,177,0.9972,3.16,9.8,5
2,8.7,39,197,0.9974,3.14,9.6,6
2,2.4,25,98,0.9896,3.08,12.6,7
2,8.95,20,151,0.9968,3.08,9.3,5
2,9.85,5,110,0.9958,2.87,10,5
2,1.5,29,133,0.9906,3.12,12.7,6
2,1.5,17,96,0.9917,3.13,11,6
2,0.8,4,100,0.9902,3.03,11.4,4
2,4.55,31,130,0.9918,3.35,11.5,7
2,17.7,33,173,0.999,3.09,10.2,5
2,7.5,50,151,0.9927,3.11,11.4,6
2,5.1,19,65,0.991,3.03,12.6,4
2,12.9,57,170,0.9972,3.28,9.4,5
2,1.2,9,108,0.9931,3.11,8.7,4
2,5.5,41,176,0.995,3.19,9.2,6
2,5.5,42,173,0.9951,3.19,9.3,6
2,1.2,61,183,0.9936,3.09,9.2,5
2,22,48,167,1.001,2.93,8.7,5
2,14,64,227,0.9979,3.18,9.6,6
2,11.9,64,226,0.997,3.02,9.3,5
2,11.9,66,230,0.9972,3.02,9.3,5
2,9.4,49,166,0.9954,3.12,9.9,6
2,4.2,42,119,0.9924,3.15,11,5
2,3.8,26,109,0.9906,3.26,12.7,8
2,8.5,54,210,0.9962,3.09,8.9,4
2,8.5,55,211,0.9962,3.09,8.9,6
2,22,48,167,1.001,2.93,8.7,5
2,8,28,123,0.9928,3.02,11.4,6
2,5.1,34,125,0.9942,3.36,9.6,5
2,3.6,75,181,0.9942,3.02,9.1,5
2,3.5,76,180,0.9942,3.02,9.1,6
2,3.6,75,183,0.9942,3.01,9.1,5
2,7.8,54,214,0.9961,3.13,8.9,5
2,13.1,52,204,0.998,3.1,8.8,5
2,7.8,54,214,0.9961,3.13,8.9,5
2,16.1,55,196,0.9984,3.15,9.3,5
2,13.1,52,204,0.998,3.1,8.8,5
2,13.2,53,236,0.9973,3.2,9.6,5
2,13.9,39,134,0.9949,3.33,12,6
2,2.3,36,114,0.9924,3.28,10.2,4
2,11.6,45,153,0.9972,3.15,8.8,5
2,8.3,38,126,0.9958,3.21,9.2,5
2,6.2,20,124,0.9968,2.99,9.9,4
2,2.2,15,77,0.9938,3.32,10.2,5
2,0.9,23,170,0.993,3.22,9.5,6
2,9.7,12,68,0.994,3.31,10.5,5
2,1.4,35,111,0.9918,3.32,11.2,7
2,8.3,38,126,0.9958,3.21,9.2,5
2,5.3,31,122,0.9944,3.44,9.7,6
2,1.4,35,105,0.9912,3.3,11.1,7
2,9.2,55,152,0.9961,3.31,9.4,5
2,7,45,164,0.9939,3.03,11,5
2,9.2,55,152,0.9961,3.31,9.4,5
2,17.5,60,167,0.9989,3.31,9.4,5
2,7,43,161,0.9938,3.04,11,5
2,7,45,164,0.9939,3.03,11,5
2,9.5,33,172,0.9971,3,9.1,6
2,1.4,35,105,0.9912,3.3,11.1,7
2,0.8,33,144,0.9936,3.42,9.1,6
2,1.8,31,140,0.9929,3.39,10.4,6
2,17.8,39,145,0.9998,3.32,8.7,5
2,2.4,41,200,0.9938,3.5,9.7,6
2,10.3,66,272,0.9969,3.17,9.1,6
2,2.4,41,200,0.9938,3.5,9.7,6
2,17.8,39,145,0.9998,3.32,8.7,5
2,9.7,26,142,0.9972,3.37,8.9,4
2,7.8,38,194,0.9976,3.34,9.6,6
2,7.8,49,208,0.9976,3.31,9.5,6
2,14.3,55,194,0.9979,3.09,9,6
2,14.3,55,194,0.9979,3.09,9,6
2,14.3,55,194,0.9979,3.09,9,6
2,14.3,55,194,0.9979,3.09,9,6
2,13.2,54,221,0.9972,3.27,9.6,6
2,1.4,40,120,0.9918,3.34,11.1,7
2,15.55,28,159,0.9982,3.48,9.6,6
2,13.7,49,197,0.9985,3.2,8.7,5
2,7.8,23,90,0.9944,3.13,10.4,5
2,2.4,23,100,0.9903,3.15,11.4,7
2,2.7,64.5,218.5,0.9934,3.3,9.7,6
2,11.2,40,142,0.9975,3.14,8.7,5
2,2,20,249.5,0.9923,3.37,11.3,6
2,2.1,26,139,0.99,3.16,12.6,7
2,1.4,12,77,0.9905,3.25,10.9,7
2,1.4,12,76,0.9905,3.25,10.9,7
2,10.4,18,119,0.996,3.38,10,5
2,4.6,40,199,0.9964,3.72,10,4
2,16.2,41,197,0.998,3.02,9.8,3
2,11.2,40,142,0.9975,3.14,8.7,5
2,3.5,5,109,0.9913,3.53,11.7,3
2,1.5,37,158,0.9932,3.21,9.3,6
2,1.1,45,147,0.9935,3.32,9.6,8
2,5.7,8,97,0.9927,3.27,11,7
2,5.7,8,97,0.9927,3.27,11,7
2,1.8,23,118,0.9912,3.32,11.8,6
2,0.9,3,75,0.9904,3.28,11.4,4
2,5.4,36,108,0.9939,3.32,10.2,6
2,19.45,36,156,0.9996,2.93,8.9,5
2,8.2,15,95,0.9944,3.17,10.2,5
2,13.6,66,231,0.9977,3.08,9.6,6
2,1.2,22,167,0.9912,3.1,10.6,6
2,19.45,36,156,0.9996,2.93,8.9,5
2,8.3,32,180,0.9965,3.25,9.2,6
2,6.9,34,149,0.9944,3.34,9.7,5
2,7.1,34,145,0.9945,3.34,9.7,6
2,7,36,147,0.9944,3.34,9.7,6
2,8.3,32,180,0.9965,3.25,9.2,6
2,7,33,147,0.9944,3.33,9.7,5
2,13.1,44,148,0.9972,3.29,9.3,5
2,5.1,30,123,0.9949,3.24,9,5
2,10.7,59,234,0.9966,3.05,9.5,5
2,8.9,51,169,0.9954,3.14,9.8,6
2,9.1,50,166,0.9954,3.14,9.8,6
2,1.1,9,60,0.9915,2.89,10.6,5
2,1.2,14,67,0.9919,3.05,10.6,4
2,4.7,17,105,0.9916,3.26,12.4,7
2,2.8,22,112,0.99,3.19,12.6,8
2,5,36,114,0.9909,3.3,12.3,8
2,5.1,46,201,0.9938,3.08,10.5,4
2,15.6,51,196,0.9982,3.19,9.3,5
2,15.4,46,198,0.9988,3.12,8.8,5
2,7.2,47,180,0.9961,3.08,8.8,5
2,15.7,51,190,0.9978,3.22,9.7,6
2,14.2,49,192,0.9979,2.98,9,7
2,14.2,49,192,0.9979,2.98,9,7
2,14.2,49,192,0.9979,2.98,9,7
2,14.2,49,192,0.9979,2.98,9,7
2,5.8,53,155,0.9945,3.52,10.5,6
2,19.8,53,195,1,2.96,9.1,5
2,7.3,26,157,0.9957,3.44,9.8,7
2,1.6,34,182,0.9968,3.23,8.5,3
2,1.2,34,175,0.9934,3.37,9.4,6
2,10.6,33,169,0.9976,3.09,9.4,5
2,3.8,82,187,0.9932,3.19,11.2,7
2,11.3,65,146,0.997,3.17,10,6
2,2.1,27,122,0.9923,3.15,10.3,6
2,1.6,36,87,0.9914,3.27,10.8,6
2,0.9,12,74,0.992,3.13,10.5,6
2,1.6,36,87,0.9914,3.27,10.8,6
2,1.3,42,168,0.9914,3.32,11.1,6
2,6.8,41,163,0.9949,3.2,9.9,6
2,6.8,41,163,0.9949,3.2,9.9,6
2,6.7,40,163,0.995,3.2,9.9,5
2,6.7,41,166,0.995,3.2,9.9,6
2,4.9,30,134,0.9927,3.2,10.4,7
2,4.8,36,148,0.9928,3.21,10.4,6
2,2.1,16,100,0.9917,3.4,11.5,7
2,8.3,35,164,0.9918,3.53,12.5,8
2,3.7,37,149,0.9954,3.36,10,6
2,6.7,51,166,0.9941,3.29,10,6
2,6.6,50,167,0.9941,3.29,10,5
2,1.1,42,127,0.9934,3.09,9.1,6
2,4.7,34,134,0.9927,3.21,10.6,6
2,7.7,36,135,0.9938,3.19,10.5,5
2,7.85,19,133,0.9933,3.52,11.5,7
2,3.3,10,69,0.9934,3.54,10.1,6
2,1.1,15,65,0.9927,3.61,10.3,7
2,7.7,36,135,0.9938,3.19,10.5,5
2,4.7,34,134,0.9927,3.21,10.6,6
2,9.3,35,137,0.9946,3.16,10.4,6
2,2,11,207,0.993,3.02,11.4,5
2,5.8,131,313,0.9946,3.18,10.5,5
2,15.15,38,216,0.9976,2.96,10,6
2,6.3,37,143,0.9944,3.19,10,6
2,15.4,55,195,0.9978,3.23,9.6,6
2,1.3,33,85,0.992,3.17,10.4,5
2,4.8,34,101,0.9912,3.36,12.5,8
2,4.6,37,135,0.9927,3.2,10.6,5
2,1.8,16,91,0.9906,3.28,11.8,6
2,9.9,30,133,0.9954,3.11,9.8,5
2,5.7,12,80,0.9923,3.25,10.8,5
2,1.8,16,91,0.9906,3.28,11.8,6
2,1.5,15,105,0.991,3.32,11.2,6
2,12.3,55,170,0.9972,3.28,9.3,6
2,1.3,12,139,0.9945,3.45,10.4,5
2,1.5,49,141,0.9934,3.43,10.2,7
2,7.8,27,153,0.9964,3.19,9,7
2,1.5,17,129,0.9948,3.2,10,6
2,9.7,30,140,0.9962,3.18,9.1,6
2,3,46,144,0.9931,3.29,10,5
2,3,47,145,0.993,3.29,10,6
2,4.6,33,131,0.9942,3.28,9.6,6
2,1.3,20,68,0.9906,3.36,11.2,7
2,15.6,75,155,0.9995,3.2,8.8,6
2,13.6,38,118,0.998,3.15,10,6
2,11.2,56,137,0.997,3.15,10,5
2,2.1,47,146,0.9914,3.27,11.4,7
2,6.85,32,138,0.992,3.03,11.9,7
2,2.5,27,128,0.9924,3.14,9.6,6
2,6.85,32,138,0.992,3.03,11.9,7
2,4.4,38.5,245,0.9937,3.25,9.6,6
2,14.3,48,191,0.9978,2.89,9,6
2,14.3,48,191,0.9978,2.89,9,6
2,1.1,24,169,0.9927,3.15,9.5,6
2,1.4,19,152,0.994,3,10.4,6
2,4.7,43,161,0.9935,3.2,10.6,6
2,14.9,54,162,0.9968,3.28,10.2,6
2,1.2,24,84,0.9941,3.15,8.9,5
2,5.3,40,127,0.9942,3.4,9.7,6
2,14.3,48,191,0.9978,2.89,9,6
2,2.3,18,102,0.9923,3.49,11.4,7
2,3.5,29,113,0.9912,3.4,12.3,7
2,1.5,40,143,0.9923,3.49,10.8,6
2,1,39,148,0.9927,3.12,9.4,6
2,2.3,36,178,0.9931,3.17,10.6,6
2,12.5,26,72,0.9941,3.17,11.6,5
2,1,39,148,0.9927,3.12,9.4,6
2,2.3,36,178,0.9931,3.17,10.6,6
2,0.8,17,204,0.9934,3.34,10,5
2,2.4,30,149,0.9936,3.1,9.2,6
2,1.6,18,89,0.9893,3.51,12.5,7
2,1.6,18,89,0.9893,3.51,12.5,7
2,1.5,12,119,0.9919,3.32,10.4,7
2,1.4,21,98,0.9924,3.15,10,7
2,2.6,17,155,0.9927,3.22,10,6
2,1.5,12,119,0.9919,3.32,10.4,7
2,1.4,21,98,0.9924,3.15,10,7
2,12.5,48,179,0.9975,3.1,9,6
2,9.6,26,157,0.9969,3.12,9.2,6
2,2.4,30,149,0.9936,3.1,9.2,6
2,3.2,20,125,0.991,3.38,11.3,7
2,1.6,18,89,0.9893,3.51,12.5,7
2,1.5,24,115,0.9906,3.48,10.8,7
2,5.9,82.5,260,0.9941,3.12,10.1,5
2,5.4,29,140,0.995,3.39,9.7,6
2,14.9,60,181,0.9983,3.18,9.3,7
2,14.9,60,181,0.9983,3.18,9.3,7
2,1.1,13,66,0.9916,3.1,10.6,5
2,9.8,19,125,0.9957,3.36,10.2,6
2,2,20,69,0.99,3.08,12.2,6
2,11.8,62,163,0.9976,3.19,8.8,5
2,1.3,87,168,0.992,3.18,10,5
2,1.8,30,93,0.9917,3.09,11.4,5
2,1.5,35,107,0.9917,3.46,11.4,6
2,18.2,52,168,0.9993,3.35,9.4,5
2,2.9,32,83,0.9908,3.3,11.7,6
2,1.5,35,107,0.9917,3.46,11.4,6
2,11.8,62,163,0.9976,3.19,8.8,5
2,1.4,22,108,0.9934,3.23,9.2,5
2,18.2,55,252,1,3.07,8.7,5
2,6.3,33,170,0.9918,3.24,12.6,6
2,1.3,87,168,0.992,3.18,10,5
2,4,40,99,0.9896,3.39,12.8,7
2,1.2,13,125,0.9932,3.17,9.4,5
2,1.2,26,116,0.992,3.26,10.3,6
2,1.8,30,93,0.9917,3.09,11.4,5
2,18.95,42,155,0.9999,2.97,9,6
2,12.7,38,140,0.998,3.3,9.6,6
2,1.2,32,85,0.9918,3.16,10.5,5
2,1.2,32,85,0.9918,3.16,10.5,5
2,18.95,42,155,0.9999,2.97,9,6
2,12.7,38,140,0.998,3.3,9.6,6
2,1.2,27,99,0.9927,3.19,9.8,6
2,7.7,57,210,0.9959,3.1,9,5
2,1.2,27,99,0.9927,3.19,9.8,6
2,1.6,33,137,0.9929,3.31,10.5,6
2,2.7,41,136,0.9898,3.16,12.7,7
2,8.7,37,222,0.9954,3.25,10.4,6
2,8.6,37,221,0.9954,3.25,10.4,6
2,8.6,37,221,0.9954,3.25,10.4,6
2,8.3,47,162,0.9954,3.34,10.5,7
2,8.7,37,222,0.9954,3.25,10.4,6
2,8.6,37,221,0.9954,3.25,10.4,6
2,13.3,48,194,0.9974,3.09,9.4,5
2,1.2,20,89,0.9936,3.06,9.1,5
2,13.6,54,197,0.9978,3.1,9.3,5
2,13.3,48,194,0.9974,3.09,9.4,5
2,1.1,19,84,0.9927,3.21,9.8,5
2,2.3,73.5,214,0.9934,3.18,9.9,7
2,1.5,16,151,0.9938,3.07,9.2,4
2,7.1,31,104,0.9922,3.35,12.1,8
2,6.2,24,97,0.992,3.38,12.2,7
2,2.5,23,218.5,0.9935,3.27,9.8,5
2,1.4,49,186,0.9906,3.35,12.4,8
2,2.3,73.5,214,0.9934,3.18,9.9,7
2,1.2,23,108,0.9934,3.26,9.2,5
2,1.6,24,102,0.9913,3.29,11.6,7
2,6.6,25,137,0.9938,3.3,10.4,6
2,2.2,54,126,0.9898,3.43,12.9,8
2,12.2,54,245,0.9975,3.26,9.3,6
2,20.8,40,139,0.9975,3.2,11,6
2,11,16,66,0.9937,3.24,11.5,3
2,2.6,30,156,0.9914,3.53,12.4,5
2,14,24,113,0.9982,3.44,9.8,6
2,14,24,113,0.9982,3.44,9.8,6
2,1.6,34,127,0.9929,3.48,10.5,7
2,9.9,21,174,0.9971,3.03,9.1,5
2,1.2,34,128,0.9921,3.24,10.1,5
2,2.7,27,160,0.9931,3.46,10.6,7
2,1.6,32,113,0.9924,3.41,10.5,7
2,1.6,34,127,0.9929,3.48,10.5,7
2,14,24,113,0.9982,3.44,9.8,6
2,1.5,11,82,0.9892,3.3,12.9,7
2,8.6,26,111,0.9956,2.95,9.5,5
2,1,31,218.5,0.9924,3.29,9.8,6
2,9.1,83,249,0.9971,3.37,8.5,5
2,8.6,26,111,0.9956,2.95,9.5,5
2,15.2,40,171,0.9982,3.22,9.3,5
2,12.4,50,162,0.9973,3.35,9.5,5
2,2.2,15,68,0.9932,3.17,9.4,6
2,11,66,178,0.9976,3.16,8.7,5
2,10,34,126,0.9962,2.95,8.9,5
2,9,54,141,0.9956,3.22,9.4,6
2,2.2,15,68,0.9932,3.17,9.4,6
2,11,66,178,0.9976,3.16,8.7,5
2,18.15,59,182,0.9992,3.09,9.6,5
2,12.15,21,158,0.9983,3,9.3,6
2,3.4,34,200,0.9937,3.14,10,5
2,2,19,86,0.99,3.25,12.5,6
2,4.8,34,132,0.9944,3.36,9.6,7
2,4.5,30,102,0.9938,3.24,9.4,6
2,11,55,227,0.9965,3.03,9.5,5
2,1.1,42,105,0.9893,2.99,12.4,7
2,1.5,29,115,0.9927,3.11,10.5,6
2,1.7,21,165,0.994,2.97,9.2,6
2,1.7,67,164,0.9928,3.32,10.4,6
2,8.9,31,172,0.9964,3.22,9.2,5
2,1.3,45,104,0.9917,3.33,10.6,6
2,13.3,41,137,0.9972,3.34,9.5,5
2,8.9,31,172,0.9964,3.22,9.2,5
2,6.6,79,200,0.9954,3.29,9.6,5
2,1.5,36,117,0.993,3.47,9.7,6
2,1.5,43,117,0.9928,3.46,9.7,6
2,1.3,32,90,0.9916,3.1,10.7,6
2,1.6,53,180,0.9936,3.34,10.5,6
2,7.6,52,177,0.9962,3.13,8.9,6
2,1,8,70,0.9899,3.09,12.1,6
2,1.6,12,65,0.9898,3.25,12.7,7
2,8.9,42,182,0.996,3.18,9.9,6
2,1.8,28,158,0.9907,3.2,11.4,6
2,4.7,27,103,0.994,3.37,10.7,6
2,7,28,173,0.9913,3.33,12.5,6
2,10.8,70,189,0.9976,3.08,8.6,4
2,1.6,43,147,0.9904,3.29,12.5,6
2,1,13,174,0.992,3.27,10,5
2,10.8,70,189,0.9976,3.08,8.6,4
2,16.7,54,200,0.999,3.08,9.5,6
2,14.2,51,164,0.9975,3.12,9.6,6
2,2.25,8,210,0.9937,3.2,9.9,6
2,2.25,8,210,0.9937,3.19,9.9,5
2,12.2,46,140,0.998,3.06,8.9,6
2,12.2,46,140,0.998,3.06,8.9,6
2,3.3,7,135,0.9944,3.01,8.8,5
2,1.9,40,170,0.9938,3.64,10,7
2,3.5,55,152,0.9907,3.44,12,6
2,1.9,40,170,0.9938,3.64,10,7
2,1.3,62,138,0.9921,3.21,10,6
2,1.8,8,167,0.9908,3.11,12.1,6
2,5.2,31,141,0.9931,3.16,11,6
2,1.4,27,55,0.9915,3.21,11.2,6
2,9,34,115,0.9952,3.17,10.3,7
2,2.2,28,167,0.9926,3.37,10.4,6
2,1.6,47,154,0.9934,3.08,9.1,5
2,1.7,49,154,0.992,3,10.4,6
2,1.9,20,78,0.9918,3.43,10.8,6
2,12.6,7,41,0.9942,3.19,11.7,5
2,2.1,8,143,0.9942,3.05,9.8,5
2,2.1,8,143,0.9942,3.05,9.8,5
2,1.3,22,101,0.9901,3.03,11.4,6
2,1.7,22,96,0.9898,3.03,11.2,6
2,1,6,72,0.9902,3.37,11.4,5
2,3.3,24,140,0.9934,3.09,9.2,6
2,5,3,29,0.9906,3.04,12.5,4
2,1.8,32,116,0.9898,3.36,12.6,6
2,1.6,24,104,0.9896,3.44,12.2,6
2,4.5,19,112,0.9922,3.56,11.2,6
2,4.9,31,103,0.9947,3.43,9.7,6
2,4,64,150,0.9945,3.06,9.3,5
2,13.2,53,178,0.9976,3.01,9,6
2,13.2,53,178,0.9976,3.01,9,6
2,13.2,53,178,0.9976,3.01,9,6
2,15.3,54,171,0.9987,3.09,9.1,5
2,15.3,54,171,0.9987,3.09,9.1,5
2,13.2,53,178,0.9976,3.01,9,6
2,1.5,22,61,0.992,3.31,10.4,5
2,4.55,41,211,0.9955,3.37,9.5,6
2,9.9,10,175,0.9953,3.46,11.4,4
2,10.4,76,192,0.9976,3.16,8.7,5
2,1.1,14,167,0.992,3.34,9.9,6
2,8.7,29,148,0.9952,3.22,9.9,6
2,13.9,49,162,0.9983,3.21,9,6
2,1.4,41,149,0.9933,3.49,10,6
2,7.2,38,172,0.9958,3.49,9.7,6
2,1.9,10,87,0.9922,3.3,11.8,6
2,1.7,30,127,0.9928,3.49,10.2,7
2,10.4,76,192,0.9976,3.16,8.7,5
2,13.6,40,168,0.9976,3.07,9.6,7
2,1.2,31,93,0.9916,2.93,11.3,7
2,1.6,32,118,0.9901,3,12.1,7
2,13.6,40,168,0.9976,3.07,9.6,7
2,1.6,32,118,0.9901,3,12.1,7
2,1.2,31,93,0.9916,2.93,11.3,7
2,12.2,22,160,0.9982,2.98,9.4,5
2,1.6,16,137,0.993,3.32,10.4,6
2,12.1,53,165,0.9969,3.25,9.5,5
